distance_km,traffic_level,road_block,ambulance_speed_kmph,emergency_severity,arrival_time_min
7.903,1,1,33.84,2,22.818
3.559,2,0,51.4,1,7.647
3.303,1,0,51.98,5,3.657
1.089,1,0,58.61,4,2.595
0.667,1,0,61.85,4,2.043
5.818,2,0,43.4,3,13.409
7.309,1,0,34.73,1,14.077
5.578,2,0,52.14,4,10.208
6.431,3,0,51.11,1,18.369
3.986,1,0,50.37,5,4.096
6.894,2,1,40.32,1,21.105
5.193,1,0,40.16,2,8.948
0.819,2,0,46.76,4,1.065
1.636,1,0,40.8,2,2.022
0.995,3,0,41.41,3,3.458
0.657,1,0,40.4,2,1.971
3.39,3,0,50.82,5,10.97
2.932,2,0,33.59,1,9.268
0.411,1,0,53.94,3,1.075
3.318,1,0,43.06,5,4.921
3.345,1,0,38.53,4,5.525
6.224,2,0,50.61,3,12.4
0.652,1,0,39.22,3,1.925
2.689,1,0,50.27,5,4.38
8.222,3,0,50.08,2,23.945
3.068,1,0,43.5,3,6.147
8.241,1,0,48.31,4,9.592
3.289,2,0,43.48,4,7.231
5.2,2,0,31.48,4,15.069
3.456,2,1,54.31,2,14.381
7.383,1,0,44.93,2,9.331
6.354,1,0,54.71,3,7.553
7.697,1,0,48.11,5,10.091
0.255,1,1,43.24,1,10.09
1.916,1,0,59.22,2,1.734
4.041,2,0,52.04,3,6.874
6.058,1,0,46.31,5,8.247
5.652,3,0,42.54,1,20.174
7.943,1,0,65.25,4,8.333
7.137,2,0,51.08,4,14.222
2.783,1,0,54.8,2,3.69
5.8,1,0,42.23,4,8.637
7.05,3,0,44.37,1,22.235
8.367,1,0,51.71,4,10.273
8.546,2,0,55.7,4,14.663
1.469,3,0,41.49,3,5.16
5.184,3,0,48.35,1,15.595
6.607,3,0,49.38,4,19.631
3.36,3,0,43.02,3,10.565
6.925,2,0,51.91,2,12.748
8.777,1,0,47.89,2,12.689
6.237,1,0,39.28,4,11.42
8.416,3,0,52.3,3,24.102
7.414,2,0,50.49,4,14.416
1.558,2,0,53.09,5,2.761
3.374,2,0,57.55,3,5.039
3.889,2,0,28.67,2,12.527
1.892,1,0,37.58,5,3.342
6.129,1,0,49.7,1,9.446
8.655,3,0,37.61,3,34.921
1.193,2,0,53.33,2,3.035
8.101,1,0,43.61,3,11.34
3.446,2,0,54.0,2,6.884
4.125,3,0,48.91,3,13.086
4.496,1,0,51.47,5,5.089
8.146,2,0,45.28,5,18.388
6.55,1,0,44.52,4,8.988
0.892,1,0,57.28,3,0.8
3.769,3,0,48.96,4,12.179
7.639,2,0,53.43,5,11.737
6.097,1,0,39.46,5,9.628
3.61,1,0,46.98,2,4.438
8.076,1,1,42.04,4,19.324
5.805,2,0,53.32,5,11.204
1.439,3,0,49.69,3,5.168
3.233,2,0,50.13,3,6.867
5.287,2,0,55.48,4,9.374
4.73,1,0,42.56,4,7.359
5.894,2,0,45.51,4,13.027
3.49,2,0,50.28,5,6.285
3.977,3,0,43.47,4,14.584
8.651,3,0,50.51,3,24.928
5.061,2,0,39.02,4,11.28
8.474,1,0,38.45,1,14.23
7.197,1,0,43.72,5,9.599
3.585,1,0,56.46,3,5.846
4.865,3,0,42.97,2,16.896
7.473,2,0,48.03,5,13.989
8.613,2,0,55.85,3,14.613
5.509,1,0,39.8,2,9.063
8.674,1,0,51.69,4,11.157
0.503,3,0,43.3,1,3.206
2.987,1,0,42.97,3,6.238
6.392,1,0,58.46,4,6.815
0.767,1,0,49.06,3,2.098
5.417,1,0,40.64,5,7.745
3.312,1,0,54.72,3,3.131
6.418,2,0,46.78,4,16.422
0.238,2,1,41.89,4,5.843
1.55,3,0,54.69,4,4.877
8.472,1,0,46.93,4,11.04
1.898,1,0,60.59,1,4.459
7.84,1,0,60.24,3,7.808
1.627,3,0,43.92,5,5.46
3.963,1,1,34.19,3,15.534
1.832,2,0,51.39,5,4.358
6.036,1,0,43.39,4,9.464
7.974,1,0,32.15,2,16.364
1.459,1,0,48.27,1,2.293
1.851,3,0,44.38,3,6.879
0.571,1,0,44.98,4,0.8
6.641,3,0,45.43,3,22.877
3.688,1,1,38.24,2,12.183
1.665,1,0,47.36,1,2.594
6.818,2,0,48.73,5,11.552
6.655,1,0,50.83,5,8.358
2.242,1,0,45.03,3,3.835
1.069,1,0,44.44,4,2.789
0.451,3,0,37.21,5,1.951
7.614,3,0,57.58,3,20.106
0.741,2,0,43.93,4,3.431
5.943,2,0,50.98,2,11.88
8.139,1,0,49.35,1,10.535
4.543,1,0,41.76,2,7.649
4.563,2,0,39.83,2,10.989
3.352,1,1,53.92,5,10.807
2.615,2,0,55.38,2,4.587
1.473,1,0,38.13,3,1.383
5.346,1,0,51.95,1,7.366
0.795,2,0,53.49,4,3.081
1.056,1,0,49.18,3,2.707
4.508,1,0,35.99,2,7.022
1.23,1,0,53.44,1,1.18
1.525,3,0,60.67,4,4.555
8.161,2,0,39.33,2,20.793
8.071,2,0,57.45,3,13.999
4.25,2,0,38.22,4,9.261
1.183,3,0,39.08,3,5.742
0.57,1,0,55.24,5,0.8
0.754,2,0,45.69,2,1.232
3.089,1,0,49.91,3,5.145
7.619,2,0,48.44,1,14.141
3.252,2,0,53.64,3,6.234
0.973,1,0,44.59,2,1.819
1.067,2,1,51.03,3,10.59
5.093,1,0,44.24,5,7.361
3.906,1,0,38.65,2,6.7
1.785,1,0,38.98,3,4.526
7.666,1,0,46.53,5,11.081
4.891,3,0,54.05,2,13.936
8.924,1,0,35.93,4,14.768
2.708,2,0,51.05,5,4.721
0.97,2,0,50.95,4,0.8
4.251,2,0,43.1,3,9.711
4.36,2,0,35.21,3,11.93
2.84,2,0,56.4,3,8.11
0.929,1,1,33.21,5,9.742
3.949,2,0,42.38,3,9.183
8.465,1,0,48.41,2,10.786
5.244,2,0,53.31,5,9.539
6.493,2,0,43.06,5,14.889
5.213,1,0,48.14,2,6.414
8.091,1,0,51.56,4,10.226
3.793,2,0,46.88,3,8.044
0.922,2,0,39.62,4,2.406
4.858,3,1,38.35,3,28.101
8.312,2,0,38.47,2,21.841
6.535,1,0,47.7,3,8.977
5.372,1,0,49.29,4,7.47
2.012,2,0,38.54,1,4.625
4.818,1,0,52.87,4,6.115
0.341,3,0,43.07,2,1.428
2.4,1,0,31.09,2,5.097
5.655,1,1,62.39,3,13.048
0.659,1,0,46.81,2,1.189
7.564,1,0,45.56,3,10.565
7.836,1,0,48.87,5,10.018
0.506,3,0,59.58,4,2.446
5.401,1,0,51.19,2,7.927
4.447,2,0,53.5,4,9.475
8.133,1,0,50.9,5,10.101
4.964,2,0,51.44,2,9.785
0.825,2,0,43.17,5,2.737
0.496,1,0,63.6,4,0.8
5.63,1,0,42.21,5,8.42
5.772,1,1,34.82,2,13.905
6.007,1,0,57.68,3,7.188
2.615,2,0,52.76,1,6.009
7.432,1,0,39.46,2,11.652
2.624,1,0,46.56,5,3.747
8.901,1,0,43.87,3,13.176
6.585,1,0,37.11,4,10.021
1.188,1,0,47.24,5,2.284
0.229,1,0,47.77,3,0.8
3.403,3,0,41.91,3,13.069
2.239,2,0,54.2,5,4.896
4.516,1,0,46.19,3,6.289
3.211,2,0,58.93,3,5.743
5.329,1,0,64.74,5,2.914
7.127,2,1,38.05,3,20.326
2.983,3,0,62.49,4,7.393
4.286,1,0,50.12,2,5.216
0.53,1,0,66.68,1,1.749
4.188,3,1,35.55,4,25.53
3.392,1,0,48.21,5,5.638
5.026,2,0,56.23,5,8.44
0.54,2,0,49.89,3,0.905
1.811,2,0,43.46,3,4.091
3.175,2,0,33.89,3,9.75
3.858,1,0,55.15,3,3.615
1.062,1,0,48.04,3,1.951
8.032,2,0,46.27,1,17.182
4.533,1,0,51.48,4,5.079
8.579,2,0,43.93,4,18.699
1.953,1,1,57.43,3,7.867
4.899,3,0,47.19,4,15.317
3.996,1,0,54.03,4,5.824
1.122,3,0,53.68,5,2.56
6.591,3,0,42.76,4,22.73
4.105,1,0,41.3,5,5.834
7.522,1,0,56.75,3,8.563
4.871,1,1,38.57,2,14.903
7.644,3,0,43.39,5,26.891
7.422,1,0,57.92,3,8.193
1.636,3,0,38.51,3,6.472
3.254,1,0,44.26,1,6.31
3.572,1,0,44.34,3,4.195
6.17,1,0,56.33,3,7.203
6.098,2,0,52.82,2,11.444
2.15,2,0,53.01,3,3.281
7.976,1,0,49.98,5,9.151
3.783,2,0,49.06,4,7.812
6.556,3,1,49.66,1,24.374
8.71,3,0,51.13,5,24.521
1.657,3,0,35.75,4,7.505
8.079,2,1,46.65,4,22.864
4.895,1,0,46.33,4,6.805
5.799,2,0,38.56,4,16.632
3.472,3,0,48.0,5,11.088
7.968,3,0,47.16,3,25.09
8.48,2,0,46.59,5,16.103
6.385,1,0,47.42,5,7.885
1.564,2,0,55.11,4,3.103
7.331,1,0,40.02,3,10.04
4.026,1,0,35.99,4,7.586
7.962,3,0,38.62,5,30.642
5.313,1,0,50.01,3,7.653
4.021,2,0,49.69,1,8.7
7.875,1,0,41.82,4,11.62
4.823,2,0,42.24,3,11.151
1.815,1,0,45.89,2,3.745
4.161,1,0,56.64,4,3.065
8.034,1,0,41.33,3,10.601
3.566,1,0,47.66,5,4.354
6.757,1,0,52.14,5,7.588
5.024,2,0,40.7,1,12.1
2.181,3,0,61.72,2,7.524
8.419,1,0,40.95,2,12.493
6.686,2,1,51.55,1,20.75
4.333,1,0,49.0,3,6.389
8.927,1,1,49.02,4,16.709
8.867,2,0,43.85,2,20.062
0.331,1,0,45.58,5,0.8
6.298,3,0,48.62,4,19.745
8.753,1,0,57.15,2,9.28
2.631,1,0,53.23,4,3.479
3.463,1,0,43.6,3,5.8
3.572,2,0,57.71,4,5.401
5.84,1,0,39.88,1,9.224
3.555,1,0,58.04,2,3.911
7.098,1,0,45.73,4,9.082
5.077,1,0,49.23,3,5.801
1.65,1,0,61.37,5,2.476
8.573,2,0,43.77,3,18.167
4.873,3,0,60.83,3,12.97
3.282,2,0,47.4,4,5.968
5.434,3,0,49.96,2,17.271
8.043,2,0,45.99,5,16.121
6.964,2,0,35.74,5,18.371
4.785,3,0,66.93,4,10.371
4.166,1,0,60.35,3,4.268
2.556,1,0,43.56,5,3.34
7.035,1,0,52.5,2,8.414
5.118,3,0,50.93,2,15.929
5.939,2,0,44.71,1,13.964
6.318,1,0,52.72,1,7.965
8.036,2,0,55.0,4,14.81
8.219,1,0,52.34,4,9.888
4.826,1,0,40.08,4,6.538
7.256,2,0,46.85,4,14.257
0.485,1,1,50.66,4,6.26
7.231,1,0,45.78,4,8.653
3.467,3,0,54.77,5,9.11
0.972,2,0,59.56,2,2.635
3.521,3,0,53.18,2,9.95
6.437,1,0,51.23,4,7.459
6.829,2,0,38.01,5,16.949
3.013,1,0,38.94,3,5.918
1.969,2,0,38.34,5,4.997
3.811,1,0,38.8,5,5.516
7.17,1,0,48.24,3,9.236
1.995,2,1,56.63,3,12.029
2.976,1,0,56.39,3,4.714
2.239,3,0,30.56,4,12.077
0.419,2,0,48.65,1,1.549
8.547,3,0,55.66,3,22.803
2.281,2,1,58.21,5,9.002
1.417,1,0,46.21,2,3.619
6.149,1,0,40.7,3,8.271
8.511,1,0,60.7,5,9.29
4.378,3,0,38.12,5,15.932
2.572,1,0,46.4,2,4.481
0.589,3,0,50.54,4,1.811
6.799,3,0,50.28,5,18.138
1.603,1,0,53.79,4,1.458
2.883,1,0,45.59,4,5.84
2.606,1,0,41.59,4,4.028
3.405,1,0,58.66,1,3.914
4.523,1,0,40.57,1,8.358
1.956,2,0,45.01,3,4.741
1.225,3,0,41.19,3,4.149
2.405,3,0,48.43,3,6.557
3.97,3,0,53.76,3,8.982
8.993,1,0,46.48,5,11.765
3.568,2,1,48.39,2,11.368
7.334,1,0,53.08,5,8.359
1.804,1,0,52.92,5,3.359
1.959,2,0,55.06,4,4.383
5.229,1,0,45.04,3,6.259
1.615,2,0,43.49,4,3.615
0.397,1,0,30.09,4,1.006
6.149,3,0,47.58,4,19.982
7.425,1,0,48.18,5,9.821
0.325,1,0,47.76,4,0.8
3.34,2,0,44.83,4,6.671
4.438,2,0,43.08,3,9.393
1.654,2,0,58.12,3,2.358
1.366,2,0,51.27,1,3.343
6.359,1,0,52.63,4,6.733
8.406,1,0,54.12,3,9.339
6.422,1,0,41.47,5,9.147
3.153,1,0,52.69,2,4.856
1.94,1,0,39.5,4,3.393
4.145,1,0,48.91,3,6.751
3.159,3,0,54.97,4,8.504
3.884,2,0,50.5,3,7.353
5.763,1,0,50.04,1,7.103
5.651,2,0,42.42,1,12.576
1.987,1,0,53.25,2,3.694
8.028,1,1,50.39,3,17.705
1.353,1,0,41.29,4,3.669
4.199,1,0,37.8,3,7.662
3.656,1,0,52.11,5,3.869
4.553,1,0,47.09,4,5.571
0.391,1,0,42.88,3,0.8
5.014,1,0,57.77,3,6.848
4.81,3,0,45.66,2,15.442
2.415,3,0,42.53,5,9.365
4.357,2,0,52.44,3,7.605
5.156,2,0,44.1,2,11.261
7.748,2,0,46.6,2,16.39
5.856,1,0,44.17,5,9.821
3.256,2,0,49.04,3,7.051
6.583,2,0,50.28,3,13.04
6.059,3,0,44.89,2,21.345
7.087,3,0,52.85,4,19.458
6.329,3,0,41.52,2,22.512
2.035,1,0,53.45,3,2.075
2.666,3,0,54.91,2,7.607
8.218,2,0,47.22,4,16.771
0.773,1,0,46.08,5,1.565
7.497,2,0,57.72,5,12.38
6.217,1,0,47.04,5,7.376
8.334,2,0,55.91,1,14.887
0.512,1,0,47.04,5,1.327
3.002,1,0,53.75,4,4.655
8.049,3,0,46.35,5,26.474
4.475,1,0,52.84,3,5.348
1.686,1,0,34.95,3,3.676
7.557,3,0,49.72,3,23.648
3.849,2,0,47.41,1,8.507
5.335,1,0,45.31,1,8.422
1.208,1,0,46.19,4,1.4
7.3,1,0,48.64,4,8.414
2.091,3,0,44.49,1,6.972
3.388,3,0,36.99,3,14.243
2.75,3,0,50.7,3,8.151
8.05,1,0,46.49,5,11.393
3.826,1,0,45.92,5,5.475
4.599,3,0,33.16,5,20.127
8.99,2,0,40.5,3,22.407
2.776,1,0,46.6,4,4.634
7.851,1,0,45.97,3,11.807
7.999,3,1,49.81,5,28.329
8.596,1,0,41.45,3,13.231
4.608,2,0,54.16,4,8.674
4.69,1,0,33.66,1,10.097
3.766,1,0,48.22,3,5.44
4.257,1,0,49.64,3,5.975
8.883,1,0,55.47,5,8.853
1.751,3,0,51.27,3,4.974
5.177,3,0,58.32,1,13.707
8.884,1,0,45.43,3,11.657
3.736,1,0,41.07,5,4.682
3.95,3,1,53.68,4,17.831
5.471,1,0,41.84,2,8.965
2.874,2,0,43.5,5,6.455
4.424,2,0,47.87,3,9.179
6.395,1,0,55.16,5,5.299
4.307,3,0,50.89,3,13.769
2.691,1,0,54.7,5,1.914
7.191,2,0,49.13,3,13.626
5.217,2,1,38.72,3,16.511
3.576,2,0,54.44,3,6.75
2.465,1,0,45.04,5,3.073
4.096,2,0,45.59,3,9.102
8.739,1,0,51.38,3,11.078
5.434,1,0,42.58,4,8.06
1.389,2,0,42.68,4,2.989
0.709,1,0,41.91,2,2.97
2.668,1,0,42.2,2,4.174
2.578,1,0,38.16,3,4.969
1.134,1,0,48.69,2,1.612
6.28,1,0,47.81,5,7.402
4.051,2,0,38.25,2,10.421
7.939,1,0,42.64,5,10.351
5.266,1,0,34.55,3,8.414
7.4,1,0,47.87,5,9.247
5.283,2,0,50.86,5,9.768
2.735,2,0,38.12,3,6.509
2.175,1,0,52.64,5,2.709
3.571,2,0,46.79,4,8.097
5.747,3,0,39.45,1,23.814
6.361,1,0,45.89,5,7.621
8.226,1,1,44.67,3,16.875
0.997,2,0,48.36,3,3.002
1.628,3,0,53.48,2,4.483
7.891,1,0,38.4,3,11.803
1.326,1,0,56.62,5,0.8
3.017,1,0,45.84,5,4.478
6.99,1,0,43.37,1,12.066
0.215,1,0,53.86,1,0.8
7.924,1,0,55.76,3,7.773
1.207,2,1,47.39,3,8.3
6.539,1,0,42.21,5,9.731
4.946,2,0,55.43,5,8.854
7.752,1,0,41.84,5,12.458
3.44,2,0,54.89,3,5.912
6.938,2,1,37.2,4,25.027
3.969,1,1,43.81,2,9.848
7.956,2,0,48.19,2,14.256
7.481,2,0,56.69,4,12.026
6.211,2,0,38.24,3,17.095
2.612,1,0,48.71,3,4.271
6.109,1,0,50.68,1,7.528
6.505,1,0,37.12,3,11.378
4.551,2,0,58.23,5,8.278
1.954,2,0,54.75,2,4.467
5.727,1,0,38.19,3,9.538
4.788,1,0,58.38,5,4.888
7.223,1,0,33.2,5,13.921
2.563,3,0,48.97,5,7.826
8.268,3,0,51.96,4,24.635
3.769,1,0,55.26,4,3.935
0.96,1,0,49.46,3,1.311
8.911,1,0,44.79,1,12.956
1.065,3,0,44.07,5,2.747
5.806,1,0,43.32,3,7.524
1.274,2,0,51.0,4,2.224
0.359,1,0,56.96,5,0.8
3.975,2,0,46.57,3,9.003
4.115,3,0,55.22,4,9.663
8.622,2,0,56.88,1,15.693
7.476,2,1,52.43,5,16.246
6.847,1,0,48.13,5,9.293
7.678,2,0,62.84,5,12.577
6.307,2,0,43.05,3,15.387
4.631,1,0,39.49,5,7.599
6.516,1,0,46.46,2,8.075
1.114,2,0,51.12,5,2.127
3.848,1,1,36.28,5,13.986
4.261,1,0,51.53,5,5.809
5.367,2,0,56.6,2,9.589
5.195,1,1,41.8,5,16.093
3.357,1,0,50.47,5,4.488
5.946,3,0,40.63,2,22.458
8.619,2,0,42.99,5,18.35
2.762,3,0,45.07,2,9.111
4.246,1,0,49.88,1,5.669
6.675,1,0,53.95,3,8.309
2.963,2,0,55.54,5,5.272
6.59,2,0,38.77,5,15.907
8.037,1,0,44.37,3,10.15
7.842,1,0,42.94,3,11.463
1.096,3,0,62.72,5,3.624
4.011,1,0,50.82,3,5.536
4.485,1,0,55.54,3,4.816
1.993,1,0,55.41,5,2.631
7.651,1,0,50.65,3,9.129
4.402,2,1,53.83,2,15.812
0.811,1,1,45.14,2,8.038
5.214,3,0,44.07,2,18.829
1.252,2,1,58.32,3,11.3
5.528,3,0,51.63,2,15.101
4.604,3,0,48.93,4,13.407
2.987,1,0,45.27,5,4.312
1.258,2,0,44.79,4,3.775
1.955,2,0,46.75,4,4.605
0.832,1,0,39.61,4,0.889
8.203,2,0,48.33,4,16.949
3.023,1,0,37.12,2,6.025
3.458,2,0,33.4,5,10.298
4.428,2,0,28.0,4,14.622
5.546,2,1,56.55,5,15.402
2.585,1,0,54.18,4,3.301
7.404,3,0,36.09,2,30.712
6.111,1,0,45.61,5,8.931
5.526,1,1,36.03,2,16.841
5.423,1,0,42.0,3,7.627
7.477,2,0,49.89,3,15.081
3.631,1,0,44.46,1,6.783
5.534,2,0,57.04,4,10.07
7.447,2,0,44.17,3,15.776
3.04,1,0,45.86,3,4.175
5.002,1,0,45.84,4,7.752
7.346,2,0,48.57,3,14.231
1.944,2,0,49.57,2,3.844
8.644,1,0,51.15,1,12.226
2.181,2,1,52.24,3,11.344
4.958,3,0,53.17,4,13.275
0.896,3,0,54.23,1,3.832
2.689,2,0,42.95,5,5.752
5.914,3,0,43.66,3,20.0
2.653,1,0,40.76,2,6.263
4.973,1,0,55.84,4,6.339
2.878,3,0,46.55,3,7.833
1.232,2,0,46.38,5,2.38
5.043,2,0,46.35,1,10.557
4.379,3,0,53.13,2,13.635
4.561,1,0,43.82,2,6.553
7.787,2,0,44.14,2,15.519
6.521,1,0,46.68,4,7.85
8.785,3,0,48.52,3,27.16
5.941,1,0,47.88,3,8.131
6.084,2,0,28.0,2,21.891
8.313,1,0,53.18,5,10.476
1.74,1,0,51.72,5,1.66
3.453,1,0,51.08,4,4.204
1.898,1,0,51.33,3,3.465
6.138,1,0,44.39,2,8.557
2.222,2,0,38.32,5,4.73
1.579,1,0,51.91,3,1.96
4.404,1,0,38.8,2,7.033
7.35,2,0,52.8,4,12.907
3.624,1,0,42.34,5,6.063
4.7,3,0,48.32,2,15.156
7.914,2,0,50.49,3,14.885
6.993,3,0,48.99,2,21.857
0.46,1,0,61.97,3,0.8
6.742,2,0,51.62,4,13.294
2.938,2,0,49.52,4,6.912
0.701,2,1,38.38,3,3.873
5.993,2,0,42.75,2,14.743
7.707,2,0,35.32,4,20.842
0.337,3,0,39.05,3,1.802
3.842,1,0,53.89,2,5.284
4.075,2,1,49.19,4,11.671
4.321,1,0,50.27,2,5.602
6.583,1,0,51.7,5,7.553
2.085,2,0,37.03,3,5.336
5.162,1,0,48.07,4,6.39
3.611,1,0,55.44,2,4.8
4.527,1,1,50.1,3,11.156
7.193,3,0,39.16,3,27.502
5.618,1,0,55.23,5,6.756
8.254,3,0,47.26,2,25.985
7.72,1,0,45.63,2,11.235
5.478,1,0,44.45,5,8.674
5.706,1,0,43.33,2,8.272
1.933,1,0,60.24,4,1.491
7.268,2,0,52.54,4,11.591
6.923,1,0,42.26,4,10.04
2.711,2,1,49.27,4,10.634
1.103,2,0,49.25,1,2.531
3.342,2,0,58.41,4,6.18
1.951,1,0,48.54,4,2.807
8.029,1,0,46.45,3,10.91
6.771,1,0,52.66,1,9.421
4.318,1,0,49.1,1,5.687
1.444,1,0,56.86,4,1.509
0.904,2,0,42.4,5,1.61
7.386,1,0,53.59,4,9.312
2.148,1,0,60.87,2,2.869
7.449,1,0,54.39,4,7.859
4.208,2,0,39.62,4,9.615
1.266,1,0,47.39,3,3.09
8.871,1,0,43.54,4,13.116
6.506,1,0,53.48,2,8.969
1.167,3,0,48.73,3,5.738
1.419,3,0,35.79,3,6.712
3.131,2,0,46.35,5,5.812
7.902,1,0,48.28,5,11.25
3.782,2,0,46.23,3,9.785
0.892,2,0,50.11,3,2.967
6.082,3,0,54.13,4,17.646
2.735,3,0,56.81,2,7.208
3.093,1,1,41.64,2,8.753
6.161,3,1,53.96,3,25.59
2.925,2,0,43.75,2,5.189
0.531,2,0,45.56,5,0.8
0.831,2,0,49.24,1,1.493
0.611,3,0,49.1,4,2.491
6.317,1,0,40.92,3,10.225
5.261,2,0,41.14,1,13.275
5.577,1,0,58.55,4,7.233
1.409,2,0,60.2,4,2.52
1.212,3,0,56.04,1,3.917
3.867,1,0,43.56,4,7.108
7.737,3,0,53.53,4,21.532
0.389,3,0,49.52,4,2.517
4.905,1,0,35.53,4,8.473
7.561,1,0,60.56,1,8.639
7.399,1,0,49.46,1,12.557
3.301,3,0,46.69,3,11.656
6.587,3,0,49.82,2,20.929
7.141,2,0,35.12,2,20.31
4.012,1,0,49.24,2,7.321
8.377,3,0,41.31,5,30.054
7.744,3,0,48.04,3,23.634
4.334,1,0,43.64,4,6.071
1.108,2,0,51.77,3,2.147
7.98,2,0,45.72,3,17.608
4.25,3,0,36.33,4,18.273
2.254,3,0,56.37,1,5.886
0.663,1,0,52.62,5,0.8
4.546,3,0,49.43,3,14.305
3.601,1,0,38.37,2,6.118
3.646,3,0,48.64,1,11.737
8.866,1,0,59.84,4,9.983
6.716,1,0,68.0,2,6.11
8.004,2,0,48.48,4,15.845
4.052,2,0,42.79,2,8.564
2.331,1,0,43.06,5,4.297
0.481,1,0,52.49,4,1.217
8.71,2,0,49.8,4,18.088
8.655,2,0,54.57,4,15.504
6.637,1,0,36.39,2,10.839
0.318,3,0,34.78,3,2.201
5.725,2,0,58.98,5,9.126
0.785,1,1,57.12,4,6.582
7.415,2,0,45.57,1,15.593
7.597,2,0,42.29,1,16.788
6.005,2,0,51.46,4,10.913
0.681,2,0,43.36,3,2.072
0.56,3,0,51.0,3,1.888
3.372,2,0,47.98,3,7.725
7.676,1,0,53.88,5,9.354
7.269,1,0,42.54,5,10.966
0.978,1,0,52.88,4,2.494
6.493,2,0,36.86,3,16.889
3.725,1,0,37.36,3,8.189
8.214,1,1,52.43,2,13.778
3.594,1,0,39.98,2,5.241
0.709,3,0,59.65,3,2.26
4.747,1,0,60.59,2,5.374
0.966,1,1,34.15,3,7.991
3.212,1,0,42.81,3,5.067
7.589,1,0,45.03,1,10.672
8.209,1,0,34.37,1,17.061
2.979,1,0,54.73,5,3.129
8.985,2,0,52.92,4,15.659
4.036,1,0,42.23,3,6.047
0.829,1,0,45.71,5,1.02
2.745,2,0,40.89,3,6.285
2.305,1,1,45.18,5,11.576
5.925,3,0,52.69,5,15.609
4.816,1,0,44.32,2,6.847
1.947,2,0,48.37,3,3.397
1.747,2,0,37.74,2,4.415
7.778,2,1,30.1,3,30.858
2.104,2,0,47.3,4,4.438
6.114,1,0,67.28,4,7.57
1.099,3,0,29.69,5,5.655
2.118,2,0,45.24,4,4.95
8.253,1,0,56.02,5,9.227
1.127,3,0,45.14,2,4.834
3.356,2,0,39.31,2,9.993
5.228,1,0,42.12,4,7.99
0.42,1,0,55.54,4,0.8
6.425,2,0,42.33,3,13.689
5.206,1,0,54.41,5,5.546
6.471,2,0,44.69,3,13.366
2.854,1,0,53.56,1,3.528
4.641,3,0,54.62,5,13.027
0.288,1,1,56.29,5,9.106
6.236,1,0,41.33,5,8.878
1.116,1,0,48.03,2,1.781
3.49,1,0,43.18,5,4.782
0.575,3,0,49.75,1,2.326
6.299,3,0,42.62,4,21.254
5.804,1,0,46.87,4,8.773
4.231,3,0,49.22,5,13.327
5.768,3,0,45.08,5,18.594
1.699,2,1,34.19,3,11.285
8.494,1,0,64.07,1,9.233
7.541,2,1,44.77,4,22.739
6.48,2,0,52.6,4,11.489
1.331,3,1,45.91,2,13.735
0.733,2,0,49.61,4,1.41
3.403,1,0,51.17,4,2.99
5.163,2,0,38.92,3,12.886
0.792,2,0,43.92,5,0.8
4.831,1,0,59.01,2,5.429
3.84,2,0,58.75,3,6.333
4.366,2,0,53.34,3,8.449
0.759,2,0,46.06,4,0.8
7.22,1,0,35.04,4,12.406
4.128,3,0,54.37,3,12.243
4.357,2,0,62.31,1,8.396
8.609,1,0,48.73,5,10.896
6.711,2,0,33.24,1,19.004
4.028,2,0,62.21,4,5.552
7.562,2,0,41.11,3,17.791
6.667,1,0,53.95,4,8.579
4.561,1,0,50.07,4,5.547
0.593,3,0,60.79,4,2.085
4.345,1,0,50.63,3,5.408
8.969,2,0,46.99,4,18.196
4.432,2,0,54.16,3,8.662
1.446,1,0,49.56,5,0.8
5.481,1,0,42.22,4,7.112
7.221,2,0,52.64,2,13.538
4.161,2,0,57.75,3,6.936
2.986,1,0,41.34,3,3.84
8.379,1,0,44.95,4,12.56
5.422,1,0,57.72,3,6.46
0.391,1,0,44.26,4,0.932
2.691,2,1,34.84,4,13.278
5.603,1,0,38.62,3,8.463
2.8,1,0,42.84,1,3.287
0.803,3,0,58.54,3,2.449
1.0,3,0,60.42,3,3.801
6.193,1,0,34.84,4,11.873
5.255,3,1,42.23,3,22.524
6.878,2,0,54.15,3,12.265
0.262,3,1,60.94,4,8.494
7.141,1,0,46.06,2,10.093
3.72,2,0,44.63,2,8.057
0.984,2,0,36.25,2,3.352
4.773,1,0,49.4,1,6.46
5.115,1,0,44.43,5,7.709
8.593,1,0,36.68,2,13.874
8.477,2,0,46.31,1,17.699
7.039,2,0,38.83,4,16.617
3.53,1,0,46.53,2,4.912
5.926,2,0,50.97,4,11.685
6.48,1,0,42.48,1,10.537
5.47,2,1,54.27,2,17.466
1.769,1,1,51.09,5,7.795
4.122,3,0,31.69,3,18.039
3.594,2,0,36.12,4,9.705
7.403,2,0,52.87,4,13.091
2.108,3,0,60.82,3,5.313
3.885,3,0,44.37,3,13.079
7.526,2,0,48.73,4,16.302
5.557,2,0,60.86,4,8.639
5.894,3,0,44.85,2,19.755
5.372,2,0,42.8,3,13.599
6.621,2,0,50.98,2,11.752
8.335,2,0,51.69,4,15.125
8.237,3,0,42.31,4,28.82
7.631,3,0,40.65,5,28.125
0.601,2,0,48.13,5,0.8
4.158,1,0,41.43,3,7.664
6.269,2,0,37.0,3,17.65
